shot,trigger_time,Laser energy,GDD,Jet 1 pressure,Jet 2 pressure,comment,TOD,spherical mirror
160,17:50:20,,,,,,,
162,17:55:20,,,,,,,
163,17:57:21,,,,,,,
164,17:59:20,,,,,,,
168,18:07:21,,,,,,,
173,18:49:20,,,,,,,
174,18:51:19,,,,,,,
178,19:00:19,,,,,,,
183,19:11:19,,,,,,,
185,19:15:20,,,,,,,
186,19:17:19,,,,,,,
192,19:27:20,,,,,,,
193,19:29:19,,,,,,,
