shot_number,trigger_time,Attenuator,Blade_X,Blade_Z,Lanex1,Lead_Shield,Lens1_Z,Lens2_X,Lens2_Y,Lens2_Z,Mask_X,Mask_Z,Microscope_X,Microscope_Y,Microscope_Z,PCO_Filter,PM_R,PM_X,PM_Y,PM_Z,Positron_X,Positron_Y,Positron_Z,Probe_Delay,Probe_Filter,Probe_Iris,Target1_R,Target1_X,Target1_Y,Target1_Z,Target2_X,Target2_Y,Target2_Z
32,15:09:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
33,15:11:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
34,15:13:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
35,15:15:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
36,15:21:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
37,15:23:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
38,15:25:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
39,15:29:05,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
40,15:33:05,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
41,15:35:05,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
42,15:37:05,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
43,15:39:05,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
44,15:42:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
45,15:44:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
46,15:47:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
47,15:49:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
48,15:51:05,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
49,15:54:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
50,15:56:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
51,15:58:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
52,16:00:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
53,16:03:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
54,16:05:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
55,16:07:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
56,16:09:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
57,16:11:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
58,16:14:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
59,16:16:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
60,16:18:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
61,16:20:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
62,16:22:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
63,16:24:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
64,16:28:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
65,16:30:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
66,16:32:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
67,16:34:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
68,16:36:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
69,16:38:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
70,16:40:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
71,16:43:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
72,16:49:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
73,16:51:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
74,16:55:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
75,16:58:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
76,17:04:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
77,17:06:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
78,17:09:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
79,17:13:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
80,17:18:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
81,17:20:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
82,17:23:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
83,17:32:03,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
84,17:30:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
85,17:36:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
86,17:45:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
87,17:55:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
88,17:47:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
89,17:50:03,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
90,17:57:03,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
91,18:00:03,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
92,18:03:03,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
93,18:07:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
94,18:09:03,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
95,18:11:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
96,18:41:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
97,18:43:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
98,18:45:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
99,18:47:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
100,18:50:03,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
101,18:53:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
102,18:57:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
103,19:00:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
104,19:02:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
105,19:06:04,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
106,19:09:03,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
1,12:32:44,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
2,12:35:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
3,12:37:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
4,12:42:44,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
5,12:43:44,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
6,12:45:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
7,12:46:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
8,12:47:44,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
9,12:48:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
10,12:50:44,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
11,12:52:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
12,12:54:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
13,12:56:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
14,12:57:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
15,12:58:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
16,12:59:45,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
17,13:00:44,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,867.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-5.275,-30.175,1.8
