shot_number,trigger_time,Attenuator,Blade_X,Blade_Z,Lanex1,Lead_Shield,Lens1_Z,Lens2_X,Lens2_Y,Lens2_Z,Mask_X,Mask_Z,Microscope_X,Microscope_Y,Microscope_Z,PCO_Filter,PM_R,PM_X,PM_Y,PM_Z,Positron_X,Positron_Y,Positron_Z,Probe_Delay,Probe_Filter,Probe_Iris,Target1_R,Target1_X,Target1_Y,Target1_Z,Target2_X,Target2_Y,Target2_Z
32,13:28:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,33.0,26.75,20.5,-36.0,-53.2,1.8
33,13:33:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,33.0,26.75,15.5,-36.0,-53.2,1.8
34,13:35:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,33.0,26.75,15.5,-36.0,-53.2,1.8
35,13:37:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,33.0,26.75,25.5,-36.0,-53.2,1.8
36,13:39:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,33.0,26.75,25.5,-36.0,-53.2,1.8
37,13:41:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,33.0,26.75,23.0,-36.0,-53.2,1.8
38,13:43:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,33.0,26.75,23.0,-36.0,-53.2,1.8
39,13:45:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,33.0,26.75,20.5,-36.0,-53.2,1.8
40,13:47:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
41,13:49:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
42,13:51:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.0,26.75,20.5,-36.0,-53.2,1.8
43,13:53:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.0,26.75,20.5,-36.0,-53.2,1.8
44,13:56:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,31.0,26.75,20.5,-36.0,-53.2,1.8
45,13:58:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,31.0,26.75,20.5,-36.0,-53.2,1.8
46,14:00:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,31.0,26.75,20.5,-36.0,-53.2,1.8
47,14:02:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,31.5,26.75,20.5,-36.0,-53.2,1.8
48,14:04:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,31.5,26.75,20.5,-36.0,-53.2,1.8
49,14:06:10,0.0,0.0,0.0,49.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,100.0,-11.1,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
51,14:31:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
50,14:30:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
52,14:35:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
53,14:39:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
54,14:41:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
55,14:43:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
56,14:46:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
57,14:48:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
58,14:51:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
59,14:54:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,-18.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
60,14:57:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,-18.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
61,15:01:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,-5.449999999999999,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,10.5,-36.0,-53.2,1.8
62,15:03:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,7.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,10.5,-36.0,-53.2,1.8
63,15:05:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,7.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,10.5,-36.0,-53.2,1.8
64,15:08:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,20.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,0.5,-36.0,-53.2,1.8
65,15:11:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,33.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,0.5,-36.0,-53.2,1.8
66,15:13:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,33.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,0.5,-36.0,-53.2,1.8
67,15:16:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,46.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
68,15:19:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,59.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
69,15:21:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,59.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
70,15:27:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
71,15:29:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
72,15:31:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
73,15:33:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
74,15:35:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
75,15:38:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
76,15:40:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
77,15:42:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
78,15:45:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,101.2,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
79,15:47:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,72.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
80,15:49:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,85.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
81,15:51:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,85.0,-10.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
82,15:54:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,98.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
83,15:57:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,111.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
84,16:00:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,732.5,1.2000000000000028,111.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,30.5,-36.0,-53.2,1.8
85,16:04:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,-31.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
86,16:06:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,-18.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
87,16:08:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,101.2,-18.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
88,16:09:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,101.2,-18.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
89,16:12:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,-18.45,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,20.5,-36.0,-53.2,1.8
90,16:20:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,-5.449999999999999,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,10.5,-36.0,-53.2,1.8
91,16:22:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,7.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,10.5,-36.0,-53.2,1.8
92,16:25:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,7.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,10.5,-36.0,-53.2,1.8
93,16:28:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,20.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,0.5,-36.0,-53.2,1.8
94,16:30:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,33.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,0.5,-36.0,-53.2,1.8
95,16:32:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,33.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,0.5,-36.0,-53.2,1.8
96,16:35:10,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,33.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,-27.5,-36.0,-53.2,1.8
97,16:38:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,46.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,-27.5,-36.0,-53.2,1.8
98,16:40:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,59.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,-27.5,-36.0,-53.2,1.8
99,16:45:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,72.55,-20.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,-27.5,-36.0,-53.2,1.8
100,16:53:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,777.5,1.2000000000000028,84.45,0.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,35.5,-36.0,-53.2,1.8
101,17:35:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,822.5,101.2,-32.25,0.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,35.5,-36.0,-53.2,1.8
102,17:37:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,822.5,101.2,-32.25,0.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,35.5,-36.0,-53.2,1.8
103,17:39:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,822.5,1.2000000000000028,-32.25,0.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,35.5,-36.0,-53.2,1.8
104,17:41:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,822.5,1.2000000000000028,-12.75,0.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,35.5,-36.0,-53.2,1.8
105,17:44:09,0.0,0.0,0.0,-99.0,0.0,0.0,-0.5,-60.35,-0.95,-0.3,48.5,1.43,55.0,-20.0,-95.0,822.5,101.2,-12.75,0.0,113.0,0.0,0.0,-12.3,20.0,-4.0,-0.9,32.5,26.75,35.5,-36.0,-53.2,1.8
